seg_id,time_to_failure
seg_0a0fbb,8.244981580037695
seg_0a1bd0,5.547473395078107
seg_0a42ba,7.806703328710121
seg_0a45a1,0.6444552771375882
seg_0a97c4,5.626282137791698
seg_0aa0fb,6.8128953587787535
seg_0b07c7,5.206378774261232
seg_0b082e,7.706012248638565
seg_0b32f7,4.531831110837068
seg_0b3b94,5.553075215715928
seg_0b48c4,3.821236437501632
seg_0b4b24,1.329389017812339
seg_0b54ac,3.0601253607914103
seg_0b76f5,10.116699924163534
seg_0b9ad8,6.198250202791662
seg_0b9ba3,9.00801420263668
seg_0ba210,8.328568548704773
seg_0ba585,2.917936080203056
seg_0bb5fd,5.147246067865474
seg_0bc877,3.9908422478860146
seg_0be6ee,3.1240475953403646
seg_0c12cc,6.94206834597788
seg_0c1d3a,4.2355014169974154
seg_0c247b,5.894253100423505
seg_0c3943,2.3601774988004607
seg_0c4e31,3.0632644970268146
seg_0c74cf,0.17846653727099948
seg_0c8502,7.460988835935844
seg_0c89ce,5.536359774583964
seg_0c9aa8,8.655848414279156
seg_0cb81b,4.284542278701686
seg_0cca14,2.409023351445633
seg_0cdcc8,1.5900636874961336
seg_0cf651,0.05408338018822434
seg_0d0250,1.8481028730406095
seg_0d04b9,6.249965739613238
seg_0d13a7,4.295452278145952
seg_0d434c,8.56511965793323
seg_0d540e,3.0332488691004826
seg_0d663a,7.951495317406064
seg_0d6d68,5.084003391903373
seg_0d762e,6.8508572580489115
seg_0d833c,6.174253531224515
seg_0dae4b,3.2280355116039416
seg_0dc38f,1.448988715050639
seg_0dcc40,6.821677355705454
seg_0df469,2.67920303293284
seg_0df75c,9.140982094179328
seg_0dfe8c,4.254109156152829
seg_0e1370,1.724150671865921
seg_0e1fbe,4.1066385432953965
seg_0e3739,3.796810646143406
seg_0e3d44,-6.72015460594195
seg_0e3ed2,1.33386214663404
seg_0e4833,8.60346111207253
seg_0e7cc5,6.077388483727539
seg_0e8b79,8.221652165634062
seg_0e9987,4.04941469110998
seg_0e9bb3,6.961857066237265
seg_0eb333,1.1382569177971007
seg_0ebfd9,5.1172551048824815
seg_0f565c,3.0149569569570147
seg_0f74a3,5.3149240444785235
seg_0f8961,8.171632572133952
seg_0fc67a,7.942891636479892
seg_0fca83,1.2270324753575395
seg_0fd3ff,2.134090613015708
seg_1010ad,7.095970063035914
seg_103b32,4.412546652749718
seg_105cd9,2.120019710486652
seg_1084af,6.170980208591921
seg_10a595,5.190261461701432
seg_10c09d,7.663996764424503
seg_10f3a6,4.477042363587664
seg_112b81,6.676365121582769
seg_1144bc,7.972536968484185
seg_114b79,3.887457061364678
seg_115617,2.812991032662815
seg_115a92,2.0756030560754724
seg_11647f,2.857113341897623
seg_117278,3.61061385056599
seg_117ff4,3.651881807638695
seg_11860f,5.046903302043923
seg_1201e8,3.5120573615516903
seg_121446,5.725736158152706
seg_121cba,2.2381820561298653
seg_122ba9,2.734270443887347
seg_123dd4,7.265507407530443
seg_12ac20,8.300190186021048
seg_12b9ba,5.67161873860676
seg_12ee6e,4.601190404728534
seg_130e17,2.5563622882567714
seg_13468a,4.671232620900248
seg_136285,4.98040561811866
seg_136695,6.315438878455446
seg_137f8a,7.509681010275365
seg_138807,5.319002750222701
seg_13c2f0,4.393174508381328
seg_13e25f,5.804258661612387
seg_140bc5,2.063329421226065
seg_141f34,9.096524580846001
seg_146926,8.353064642144439
seg_148698,5.451395815065901
seg_14ad27,1.4598816835299502
seg_14c054,7.386925750825306
seg_14c371,7.608462981187024
seg_14c435,4.282116467040744
seg_14c89d,5.838667350736053
seg_14c8ce,7.357177214779206
seg_14d1d3,5.698359013268039
seg_14f5f0,6.575050979440114
seg_151368,7.023465089523945
seg_151d92,3.255400376593009
seg_153d6a,7.932034843432469
seg_154361,7.181671735898256
seg_1562cb,8.356036066041618
seg_158691,4.706445435886401
seg_158764,6.9662683505251906
seg_15adff,2.633364266885458
seg_15bf25,7.127069628093871
seg_15c9f9,1.156601084958659
seg_161aeb,7.165168714660815
seg_161f5f,3.7089350480840793
seg_162fc4,6.254315567557917
seg_16566c,5.562035817465933
seg_166f70,8.715779013995764
seg_168d1c,7.251887862216229
seg_16a270,7.238042291066797
seg_16c3a7,4.109116284149771
seg_17067e,5.0291276075098565
seg_170684,7.907940599523847
seg_170a0c,7.478927505699524
seg_176542,7.020079226344372
seg_17799c,6.185972954578013
seg_179d90,7.576060453653902
seg_17adc0,4.5618969743321784
seg_17d1ff,4.231218508483273
seg_17e596,7.469460989205238
seg_180481,4.241050475741197
seg_18096a,6.636730762469945
seg_1815fe,7.976703704475206
seg_1827c5,7.8541374174914225
seg_184222,2.8116011603800715
seg_185ad6,8.099689483397363
seg_18d1d0,2.8889029682126264
seg_18d307,1.1427158386453655
seg_18f633,2.6260569545360184
seg_18f853,5.295556454397577
seg_18fb65,0.6954012254522084
seg_193404,7.91929371801087
seg_19515c,4.327130773710799
seg_195eda,6.549160701312196
seg_1969c8,6.4009136632615835
seg_19b08e,2.7057951308983164
seg_19b9dd,5.792473097319437
seg_19e1ff,6.807006871511824
seg_19ec5c,9.152324885768742
seg_1a0e94,8.065808367997654
seg_1a0eca,5.584339527495452
seg_1a671a,2.2838430721043395
seg_1a791c,3.0547463997849107
seg_1a8e06,2.900835699600414
seg_1a8f0d,3.1726134657896026
seg_1a8f2c,6.457857133597265
seg_1abcaf,4.511566215378828
seg_1ac9e2,3.2973616475231964
seg_1ae362,6.514442799273077
seg_1afa29,3.0209787563457056
seg_1b08a4,3.8267228243952403
seg_1b1ad8,4.96480550835475
seg_1b2298,6.806356746028889
seg_1b78af,4.250286497927284
seg_1baf33,2.993442262430456
seg_1bd38e,7.9288318469865615
seg_1bf7b3,3.933712990862098
seg_1c401b,6.152609473012838
seg_1c4c5b,5.364241177982315
seg_1c4e72,5.232569043075621
seg_1c849d,4.866963144204767
seg_1c904f,3.3709286272882153
seg_1c929e,1.410214126992635
seg_1cb942,8.391716235537736
seg_1cd352,5.607869573441697
seg_1cf1b5,1.8908309916390706
seg_1d044c,5.3630242416424
seg_1d11e5,3.3185135541374464
seg_1d596d,3.2254062492378424
seg_1d980f,1.9098518799895672
seg_1da819,1.162757484295419
seg_1db443,6.023162349791512
seg_1db8e8,7.417197805151211
seg_1dec9c,7.7676377979681845
seg_1e0523,3.1422242425127322
seg_1e0b82,7.432168445119153
seg_1e572b,8.028685990563083
seg_1e617a,2.5413658776254877
seg_1e61d6,1.596960481556728
seg_1e677e,4.391552284514894
seg_1eae76,4.500613768157912
seg_1ebe6b,3.4559844057752187
seg_1ece48,1.4868858589274012
seg_1eeb8f,4.64744869448112
seg_1ef708,3.0623673117755814
seg_1f1e60,7.717051083733516
seg_1f3d44,6.629583579628509
seg_1f3ede,2.762862814607054
seg_1f5240,3.2607935605723313
seg_1f7cf8,3.40711645363843
seg_1f9aed,4.199338650056582
seg_1fa983,4.229461229277497
seg_1fc7ab,5.125260213021086
seg_1fe311,7.4079512793563325
seg_2005a7,5.637131314483106
seg_2018c8,7.951256169757819
seg_204dc6,3.676236005211088
seg_208ba5,3.616915436951224
seg_2099f4,4.630193518789731
seg_20a990,2.1475630826411205
seg_20b8d0,5.425714971274267
seg_20cbac,3.4904556839122804
seg_20cc25,0.575342492602779
seg_20d9de,8.63418005074562
seg_20e9ad,4.223097205742654
seg_210388,5.79754350170186
seg_211299,6.024391055192957
seg_211486,7.762611743603323
seg_214492,1.7587173748564808
seg_217eed,3.2887879864523555
seg_218049,2.0190686807785667
seg_21eebb,4.3793784174507735
seg_21faa9,8.570743465627295
seg_222c5f,2.7133333297628113
seg_225320,8.972332240575618
seg_226e60,7.243014648180527
seg_229eda,5.651329666796649
seg_22e509,4.971875926416381
seg_2313d1,5.318817079578714
seg_232559,7.565328371971539
seg_23323e,3.101687767683309
seg_2367fb,6.078334301523121
seg_238242,6.725005968054013
seg_2383c2,5.64045371526516
seg_2396a2,2.7672587957880594
seg_23b123,7.972748306363776
seg_23bdf9,5.672387041452005
seg_23c947,1.9473062694763783
seg_23efb0,5.07768911921665
seg_23f823,3.579206489297924
seg_23fe27,7.29663648555141
seg_241266,2.821726422635386
seg_24157a,5.64348212382027
seg_24458d,5.848163607121371
seg_2465ce,6.487373396218011
seg_247262,4.625466754334759
seg_24ba8d,5.7200557052514185
seg_24c078,5.759850743599948
seg_24c1c9,3.5555128279469344
seg_24e071,3.1107095549908834
seg_24f338,4.4080015936436965
seg_257b8a,6.034135390118884
seg_2597af,4.025717182589126
seg_259c63,3.196807148817591
seg_259d65,1.8934622599939601
seg_259dd3,9.933253351084552
seg_25aa9f,9.191336938000298
seg_25ab3f,4.134524197137928
seg_25b38a,6.98656776314818
seg_25c8dc,5.53800758028445
seg_25cca7,7.472282598808654
seg_25e76d,3.5873410749285384
seg_26049e,8.15280249038404
seg_263deb,1.1648101971972054
seg_263fb3,1.0198162035034173
seg_2642d0,4.081765308323504
seg_2642d4,6.195989455542424
seg_264c7d,7.2053395265123825
seg_266805,2.7116475263850432
seg_266c6e,4.533367286969572
seg_266d4e,4.493814606840154
seg_268249,4.834388218036459
seg_268625,3.257491507445941
seg_268956,3.2761556268545817
seg_26a2a0,41.00972034337827
seg_26cba3,3.305250258783765
seg_26edaa,8.508381213391097
seg_2700bd,4.200775806408622
seg_272a47,-0.3880882015997642
seg_274a1a,6.390683217965837
seg_2774c4,9.666478219364201
seg_279725,9.177090774665324
seg_27a282,4.057766242922646
seg_27b7c8,7.114125910079004
seg_27db4d,7.059213251888998
seg_27de37,6.486939614157002
seg_27f532,7.597764148273548
seg_27ff17,4.727775608257055
seg_280863,3.459045783025779
seg_280e3b,5.074276922509291
seg_284223,5.03746307341715
seg_284923,9.284662303538774
seg_287e60,1.91136385532662
seg_287fef,3.278117558113429
seg_288001,2.963958659407929
seg_2883ec,5.9869082227763855
seg_289d99,1.188072280953186
seg_28fc32,6.239003677046988
seg_29022f,3.414690181178578
seg_2916e3,7.885626763318562
seg_293dbf,3.716791776185694
seg_293dc2,2.8558799507758366
seg_29475f,4.941921489548243
seg_295b1c,7.5684627897375165
seg_2977cd,4.3653748419150205
seg_29a073,5.022196597058048
seg_29acb7,3.245492197626284
seg_29c772,5.943025745489997
seg_29c906,3.2143137550832606
seg_29d497,5.555679884122931
seg_29d4c6,7.3940722194150865
seg_29e799,5.393280220722211
seg_2a0ace,8.922958470846773
seg_2a0afc,5.254283629054392
seg_2a0dc0,7.416062506823785
seg_2a2f1e,5.980777014085454
seg_2a4551,6.748203359153543
seg_2a6343,7.541840630069039
seg_2a8351,2.0705715894386074
seg_2aa101,3.6822019422928705
seg_2abd33,4.391898153082714
seg_2b2cb3,6.603923015771564
seg_2b372b,3.55994780034451
seg_2b4959,4.645041675345404
seg_2b6d52,7.631664329388862
seg_2ba79a,1.7261553295633192
seg_2bcbde,8.940782766849573
seg_2be983,8.924382856365249
seg_2bf5be,7.796111833613743
seg_2bf9dd,8.016938089293383
seg_2c3203,1.7329240661150678
seg_2c5e9f,7.214080188796636
seg_2c6011,4.769524276429713
seg_2c69e4,6.994443885969652
seg_2c762c,6.652805524705748
seg_2cac57,8.774460698421883
seg_2cadc0,5.750847001882342
seg_2cdbe3,1.5305236013031234
seg_2d3828,6.279087119788876
seg_2d402d,2.931611212598348
seg_2d427f,0.6641164546111966
seg_2d5544,3.6964600193626964
seg_2d7cc4,2.7812353040739097
seg_2d92f0,9.626371754852137
seg_2db7dc,3.926201166048834
seg_2dc6ff,2.066602719957139
seg_2dccec,4.698998811133045
seg_2dcd3a,3.765630587551989
seg_2dcd84,7.190513966461715
seg_2dfb91,1.9658392937220768
seg_2e2372,6.990270753385978
seg_2e50fb,2.4718138957199542
seg_2e64af,2.816836739812409
seg_2e71dd,1.5410757241574018
seg_2e88dd,5.725191888452521
seg_2e917f,5.697686723813952
seg_2e9a47,5.6959050163553755
seg_2ea616,4.584988918645088
seg_2eccb9,4.117804875854183
seg_2ece02,2.4786788492878102
seg_2ed79b,4.731845643308027
seg_2eddf6,7.748095977420583
seg_2ee95c,8.160221677090142
seg_2efd5c,7.107817598424283
seg_2f1664,6.2719897356968275
seg_2f4f14,3.7890717994618015
seg_2f5695,3.122493884099079
seg_2f60db,7.960002367021282
seg_2f86cd,1.505263363107936
seg_2f8e19,6.635457430055233
seg_2f8f6d,7.9976928259551485
seg_2f9336,5.136244080730087
seg_2f9581,3.7121372319837818
seg_2fb672,7.012908152779694
seg_2fe382,4.170098583448983
seg_301c1e,5.430964375368042
seg_30207d,8.141829064460019
seg_304581,4.328407449126082
seg_304b87,3.591593106650528
seg_304df5,7.950922862199498
seg_30501b,8.06516249206323
seg_3065ba,2.312125634004026
seg_30661b,3.721058690493358
seg_306756,7.273508894495883
seg_30ad2a,0.9935478350329348
seg_30b043,3.8945959128053644
seg_30da11,2.306081848293964
seg_30fd84,8.247091981409888
seg_310230,4.502663479523456
seg_31064b,2.8571289174309484
seg_311499,3.3005187940165186
seg_311b5e,1.4178579563835072
seg_3128e6,4.112137093625627
seg_3151ff,5.207871761135159
seg_31631c,7.047091934075418
seg_316f86,2.7332902269867034
seg_318135,0.5825764074128372
seg_31a51f,1.3590670178767894
seg_31a6cd,4.0031579022928625
seg_31b808,6.098311133983209
seg_31c0f4,8.489963632530255
seg_31d763,4.673825513973846
seg_31d7bf,1.8546702959887469
seg_31d810,6.710254454310764
seg_31ddc5,7.932010346039881
seg_3234ca,3.4519078024917533
seg_324447,6.731773282796333
seg_324537,4.278662607577992
seg_325790,5.2050636272055115
seg_326eb7,3.6725374224064424
seg_327ed4,0.7245714977783635
seg_32906d,1.5982843499317667
seg_32ad0f,7.609979789698976
seg_32c904,8.979098094658532
seg_32d747,3.384894346333006
seg_32e763,1.6718002844521678
seg_32f3a9,4.811925570708247
seg_32f6df,5.604865162075278
seg_32f72d,5.170073808180298
seg_32fc4e,8.280643368569493
seg_330579,4.346830597142237
seg_3319b5,8.54289757304867
seg_331f2b,7.323342803693215
seg_3340b9,6.110653051592074
seg_335170,1.0299968049824955
seg_337b8c,1.4898876237952052
seg_339f80,5.132665771753075
seg_33c30d,3.4417332573306183
seg_342ce6,7.839339748936602
seg_343571,6.712760173339468
seg_3452b2,3.8293438185450057
seg_34a2b8,4.262101217073344
seg_34a8f7,8.164324595824276
seg_34abd2,1.7669431859488967
seg_34ef79,4.16176544816188
seg_3506d6,3.5173595346954087
seg_35269b,8.973109489032488
seg_355717,2.203700289823594
seg_355d19,8.077433933571577
seg_35a2d7,9.724494565938933
seg_35b009,1.522930746063487
seg_35b753,5.7438188873842435
seg_35ba8f,8.4185300582052
seg_35c587,4.267851453778697
seg_35dd45,9.153958651679552
seg_35ee83,2.730335353228277
seg_36147d,1.453586086873095
seg_361f5a,7.379847284197588
seg_3631ec,4.067138348293504
seg_3661de,9.90524326365847
seg_369570,5.080457121899947
seg_36b77f,7.856142787148549
seg_36e32d,7.741972403650273
seg_3706be,6.454279943233253
seg_373a04,6.36859470120033
seg_373ba6,3.13248581159349
seg_37608b,4.488202857561539
seg_3761d0,2.6493181131467125
seg_37669c,5.006518050441066
seg_376908,-0.7688286648968798
seg_377134,3.543833879683355
seg_3788c5,9.456307475253546
seg_37bf85,3.1105792867332482
seg_37f3fb,1.2731544005749882
seg_38001b,0.6861685793795758
seg_383b6b,3.049165533108301
seg_383f2e,7.056226616545594
seg_3865bc,3.581701211124148
seg_3878d0,2.793825072973398
seg_389906,6.302896594710894
seg_38ad16,8.463304055027386
seg_38ee24,5.289154192951521
seg_392019,4.341959973399192
seg_39300d,3.918645722582717
seg_395e0e,8.298891398268445
seg_397983,7.522400604439447
seg_397dc9,7.829580433785289
seg_398a25,4.741260723409489
seg_39a886,5.3749151874384395
seg_39ad50,-4.539380790598095
seg_3a1600,3.0540695718613122
seg_3a22ac,4.302825641165676
seg_3a80c5,6.129917728694984
seg_3a8a76,1.9102624471510197
seg_3aca44,1.3291124657647586
seg_3adb1a,4.097414425489099
seg_3ae4d9,2.518348487409078
seg_3af649,4.5886443110451935
seg_3b2013,-6.431632053941591
seg_3b30fd,8.086939965973563
seg_3b4414,2.7097107286412054
seg_3b7175,3.8776269324392914
seg_3b7724,8.41235446570716
seg_3b95d2,9.849512749390108
seg_3b95dc,3.214844679396613
seg_3ba485,8.664630233072224
seg_3bb90a,3.928621567082139
seg_3bc9ed,4.678261313575042
seg_3bd97e,7.555144535903658
seg_3bf9ac,1.5208823611996038
seg_3bfcf6,4.968228997286481
seg_3c3ddf,3.5731322204177403
seg_3c4106,3.4621095214773803
seg_3c64fb,5.995072359810713
seg_3c8545,3.8438168109227107
seg_3cba49,6.248410026370387
seg_3cbccf,4.325075468916459
seg_3ce740,7.741151918993985
seg_3cfb73,7.533247463854771
seg_3d059a,4.014487175091183
seg_3d06cc,5.196553222920905
seg_3d19fc,3.955683351343744
seg_3d1cb3,5.301187827726956
seg_3d1f2e,5.3704290832050745
seg_3d581c,2.4032053195063625
seg_3d6aac,6.050067579324953
seg_3d6e79,5.237969192452859
seg_3d9aa0,3.2418265317195463
seg_3db0a8,3.7031771649147984
seg_3e00cd,8.187180570809126
seg_3e55d5,1.3379008045834624
seg_3e87b4,6.221510659126928
seg_3ec967,3.4915482776654088
seg_3edf51,2.762089977588751
seg_3f2086,8.538063656169818
seg_3f3689,5.080961984329754
seg_3f3983,6.1259241760366265
seg_3f5be6,4.454083556646204
seg_3f80ef,4.9262622356421915
seg_3f99c8,1.9440763702754182
seg_3fb24b,4.310618398436766
seg_3fc7ca,7.703057927998437
seg_3fdae0,7.006780114732813
seg_407b2b,5.885244768435207
seg_40b3aa,1.945310196004705
seg_40f810,4.85197068274136
seg_411225,2.6872140396102466
seg_414d0f,6.258283900688532
seg_4185b3,5.3434230416918425
seg_419531,7.969971531720496
seg_419b2a,7.5565203768077325
seg_41a267,8.408301191326593
seg_41aadc,5.590071136148602
seg_41ab7e,7.112292518757734
seg_41be18,7.053743405175176
seg_41be7d,6.358598313711248
seg_41f45e,6.031364191034648
seg_420bcc,4.536205792168751
seg_420d4e,6.938986506882777
seg_421a96,4.769960941181473
seg_421da1,6.484794328704432
seg_423ebe,3.858914298560542
seg_425462,4.13221605455545
seg_42648c,3.165389875054082
seg_4280d9,8.965183400725785
seg_428d66,3.2860056103403465
seg_42c4c9,4.881445209494252
seg_42e7e8,5.318469300526324
seg_42ff14,7.560864290915909
seg_430e66,5.886258255263222
seg_43383f,4.831595427591658
seg_434c96,2.6186468277395605
seg_43597f,4.088635456335744
seg_43c6f4,7.4547987337231305
seg_440106,8.288883540872469
seg_4401d8,6.712041680142995
seg_441c6d,7.710243871183032
seg_4435bd,2.967975746631403
seg_447972,4.18171859880966
seg_447b8b,8.684252240588087
seg_447cb3,7.859964667035804
seg_44d3ca,3.4597608585121478
seg_455b16,3.814191782536348
seg_456149,7.677475053255314
seg_457234,9.227897188279151
seg_45838b,4.634093511728118
seg_4587bb,7.370922749835138
seg_45a8a9,2.910888843906271
seg_45b051,0.06660765734921625
seg_45e062,9.811710516997103
seg_45e4ed,3.2278641966207786
seg_45e7ad,2.9308381789691182
seg_46012e,6.974949911631832
seg_460436,7.376317483648002
seg_461ab5,1.3993814765802952
seg_461b63,3.3835793812562613
seg_462c1d,6.855355677731843
seg_464839,5.463356518250642
seg_468bc9,7.76096813240509
seg_468fdb,3.8139340915971687
seg_46a42b,3.229136608514075
seg_46b84d,7.29612743418182
seg_46c6d3,7.477369050319233
seg_46dd7c,2.8920785901813204
seg_4729a7,3.9319996150028445
seg_4743ab,7.436749424962166
seg_4743fa,9.0861424706385
seg_476700,3.3741895662118466
seg_476bdb,3.1268648039061944
seg_477c83,3.967397723516463
seg_478327,6.1225356152593875
seg_47a48f,7.735172476286955
seg_47d374,4.353770733070981
seg_47fed6,7.276317281061331
seg_482745,2.6670892323985598
seg_4848e3,4.757290480649665
seg_484901,3.1698874616653328
seg_486973,3.345657440101043
seg_48a4b3,6.352638966777143
seg_48a80c,1.655222308715004
seg_48b545,6.451001330040874
seg_48feba,1.7564022250393307
seg_490092,8.62854309409375
seg_490d6e,6.304280096456189
seg_492dc6,3.6307181686228276
seg_49322d,5.538904433417322
seg_49336f,2.2152605866089132
seg_495573,8.600753585992045
seg_496d07,4.078362823757182
seg_496dad,1.5213672549019819
seg_49b0cb,8.521604434538297
seg_49d84b,5.6103133589589405
seg_49fdf0,7.777035995550598
seg_4a2525,7.813208734582425
seg_4a6096,1.698324160085015
seg_4a719c,3.5689014346011234
seg_4a91a9,2.6407138955204417
seg_4a9e6b,5.523838409348521
seg_4a9e8d,8.230633748311796
seg_4ab7bf,9.006384381553637
seg_4abc29,3.431857200494399
seg_4acc4b,3.0873516220839363
seg_4ad5a2,5.726703799957598
seg_4ad674,3.5281933951358795
seg_4adeda,8.406652243351694
seg_4ae37c,6.605641432901741
seg_4ae712,9.502272426171096
seg_4b0839,3.2377989477630607
seg_4b4c91,7.518048078013074
seg_4b4ffb,2.9127455382207543
seg_4b8044,4.710371906274652
seg_4b953a,1.9664351551495045
seg_4ba3d1,7.003164289128456
seg_4c067a,5.991426260867577
seg_4c12b2,2.167434666053289
seg_4c18e2,3.141545305008897
seg_4c3a2b,6.850241539427209
seg_4c4995,5.8858532188045345
seg_4c65e6,7.810646963864549
seg_4c8db6,8.625538663067694
seg_4ca6de,7.59127185517935
seg_4cb0d7,7.452123002304127
seg_4cb9c6,2.216792272835285
seg_4ce234,6.179144205600444
seg_4d0008,4.405019779517154
seg_4d0041,7.089492258581579
seg_4d0c45,4.741595707272047
seg_4d18f4,0.9682003551228107
seg_4d2671,6.001105000056107
seg_4d53c2,9.60678055288043
seg_4d5a4a,1.7174233135978128
seg_4d7c56,3.6405656209775614
seg_4d8f0f,3.8089789669414884
seg_4db886,8.030139924727685
seg_4db997,2.8778858237586817
seg_4dbbd1,6.460757414768871
seg_4ddddc,4.830056443492488
seg_4dfa03,2.8506619269850333
seg_4e0c4a,7.95776343523756
seg_4e2c66,1.0817372322147847
seg_4e3bd7,1.6898802707822895
seg_4e627b,4.282527242825729
seg_4e9646,6.9708514534380654
seg_4ea3fa,5.091919362830943
seg_4ea81c,2.6546345497794235
seg_4eb127,1.7884977152374475
seg_4eeaef,2.329627190478625
seg_4eef28,7.8126307634760295
seg_4f48b4,1.6213916063228524
seg_4f5931,8.224654074935081
seg_4f76a2,4.136401534300951
seg_4f83a3,7.289757323911893
seg_4fa87d,8.063760820872979
seg_4fce5b,3.0702672225401173
seg_4fd191,2.486584666412803
seg_500108,5.572436374767115
seg_5009d9,2.0088571431864537
seg_500c80,6.424713526134276
seg_502fab,7.556733865420377
seg_507065,5.302630252170623
seg_5090fa,6.031031370892727
seg_509d55,2.6826861770190433
seg_50a667,0.6692654085148959
seg_50b048,6.577396510654928
seg_50e270,6.540650628647548
seg_511d25,7.223438998697368
seg_512b3e,8.092900730991808
seg_514543,3.5631884879425186
seg_5147e1,4.654999454115007
seg_514b85,7.666678382449739
seg_5165a4,6.475639583181312
seg_517345,5.813338271064261
seg_517425,1.132411680150092
seg_51865e,4.318049052972476
seg_518b1e,0.4447945845262282
seg_51b68c,7.890633949553724
seg_51f0a2,4.732099617549814
seg_51f6fd,4.382089132037784
seg_521a88,7.444853443228915
seg_523945,3.312987937776036
seg_524b39,5.805822498261826
seg_5254ce,6.980542256840984
seg_5255c0,6.658412918887173
seg_52636c,4.375162197599259
seg_529be4,4.171605642792549
seg_529c99,3.594868312482852
seg_52c139,9.429188250446153
seg_530a02,8.693104281769031
seg_53103b,3.9952363047290262
seg_5311d1,-1.0779254691202524
seg_533613,8.569121978386086
seg_53498a,2.8797650066648046
seg_53a557,3.380781121474122
seg_53a5fd,6.363362287526236
seg_53bdf5,6.955802954757367
seg_53caf1,7.083246587792367
seg_53d818,1.8818831658376283
seg_53e645,4.680900168789215
seg_53fa13,1.360823254532427
seg_5407b0,2.640490561733152
seg_5445bc,3.2994496344639472
seg_54490e,7.073102287142667
seg_545fda,7.632007173435689
seg_5467c8,6.797648067406392
seg_546864,7.991796357399274
seg_5470ca,3.7986966668489757
seg_5495ca,0.592565115172313
seg_54af0d,1.8198805609521358
seg_54b0ee,5.8238238784418925
seg_54d0f3,2.2146080311525864
seg_55239a,2.862237155410533
seg_552b8e,8.805122924172231
seg_5559d9,0.976644390177519
seg_555f63,2.3952427816351545
seg_5597ed,3.140126407679766
seg_55a0c3,4.584501091225668
seg_55a9a4,6.997032219910018
seg_55b566,3.3424063863734617
seg_55d50b,3.8653725365387643
seg_561cf4,1.1159822279972857
seg_563059,6.070569081888955
seg_5639b3,4.841919515124012
seg_566efe,7.707082265742777
seg_56e3e7,8.228203865017697
seg_56e6f1,3.951448320027687
seg_56ebc7,3.584178664498161
seg_570a20,4.550066057798524
seg_570d69,8.654480119227067
seg_572172,6.900523925700675
